GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcHttpFacade.Cookie,36,0,0,0,12,0,6,0,6,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcRequestAuthenticator,779,0,70,0,170,0,64,0,29,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcClientConfiguration,687,71,45,1,206,25,118,9,95,9
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,HttpClientBuilder.new CookieStore() {...},12,0,0,0,5,0,5,0,5,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,NetworkUtils,758,0,172,0,182,0,102,0,16,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcSecurityRealm.new RealmIdentity() {...},2,50,2,2,0,12,2,8,0,8
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,ServerRequest,514,0,32,0,129,0,26,0,10,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcHttpFacade.2.new ServletInputStream() {...},29,0,2,0,7,0,6,0,5,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,ClientIdAndSecretCredentialsProvider,85,0,6,0,18,0,9,0,6,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,JWTClientSecretCredentialsProvider,200,0,14,0,54,0,20,0,13,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,QueryParameterTokenRequestAuthenticator,54,0,10,0,14,0,8,0,3,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,NodesRegistrationManagement.NodeRegistrationContext,9,0,0,0,4,0,1,0,1,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcClientConfiguration.RelativeUrlsUsed,24,0,0,0,3,0,1,0,1,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,TokenValidator.Builder,110,0,18,0,24,0,11,0,2,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,TokenValidator.AtHashValidator,47,0,4,0,16,0,4,0,2,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcProviderMetadata,249,0,0,0,104,0,69,0,69,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,RealmAccessClaim,6,16,0,0,1,5,1,2,1,2
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcClientConfigurationBuilder,367,0,44,0,83,0,28,0,6,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcAccount,71,0,8,0,23,0,11,0,7,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,IDToken,91,0,2,0,23,0,19,0,18,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcClientConfigurationBuilder.new Callable() {...},35,0,4,0,7,0,4,0,2,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcAuthenticationMechanism,256,0,36,0,75,0,26,0,8,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,AuthenticationError.Reason,104,0,0,0,11,0,1,0,1,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,TokenValidator.AzpValidator,51,0,10,0,14,0,7,0,2,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcHttpFacade.new OidcHttpFacade.Request() {...},236,0,20,0,50,0,26,0,16,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcHttpFacade.new OidcHttpFacade.Response() {...},177,0,4,0,30,0,17,0,15,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,JWKPublicKeyLocator,166,0,12,0,38,0,12,0,6,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,ClientCredentialsProviderUtils,187,0,18,0,42,0,14,0,5,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcHttpFacade.new Evidence() {...},9,0,0,0,2,0,2,0,2,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,HttpClientBuilder,502,0,51,0,139,0,41,0,15,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcMechanismFactory,43,0,2,0,12,0,5,0,4,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcSecurityContext,57,21,0,0,11,9,5,3,5,3
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcSessionTokenStore,347,0,52,0,95,0,38,0,12,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,BearerTokenRequestAuthenticator.new AuthChallenge() {...},10,0,0,0,3,0,3,0,3,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,BearerTokenRequestAuthenticator.new AuthChallenge() {...},51,0,2,0,9,0,4,0,3,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,NodesRegistrationManagement,264,0,28,0,75,0,23,0,9,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,BasicAuthRequestAuthenticator,151,0,12,0,35,0,8,0,2,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,AccessToken,16,70,4,6,3,15,6,5,2,4
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,BearerTokenRequestAuthenticator,306,0,40,0,70,0,30,0,10,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcRequestAuthenticator.new AuthChallenge() {...},37,0,0,0,6,0,3,0,3,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcPrincipal,32,17,7,1,7,6,7,3,3,3
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcRequestAuthenticator.new AuthChallenge() {...},64,0,0,0,8,0,3,0,3,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,JsonWebToken,389,85,61,7,95,19,57,10,20,10
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,Oidc.ClientCredentialsProviderType,48,0,0,0,8,0,3,0,3,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcHttpFacade,320,0,18,0,73,0,37,0,28,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,HttpClientBuilder.PassthroughTrustManager,4,0,0,0,3,0,3,0,3,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,HardcodedPublicKeyLocator,10,0,0,0,5,0,3,0,3,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcSecurityRealm,0,102,5,13,0,28,5,10,0,6
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,JWTClientCredentialsProvider,287,0,22,0,78,0,23,0,12,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,Oidc.SSLRequired,38,34,12,0,9,4,9,1,2,1
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,NodesRegistrationManagement.new Runnable() {...},26,0,2,0,4,0,3,0,2,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcHttpFacade.3.new Consumer() {...},22,0,0,0,6,0,2,0,2,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcClientConfiguration.new Callable() {...},12,0,0,0,2,0,2,0,2,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcClientContext.OidcClientConfigurationDelegate,414,0,12,0,126,0,89,0,83,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcCookieTokenStore,468,0,56,0,117,0,45,0,17,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcHttpFacade.3.new HttpServerCookie() {...},50,0,0,0,9,0,9,0,9,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcHttpFacade.3.new Consumer() {...},32,0,2,0,5,0,3,0,2,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,Oidc.EnvUtil,42,0,4,0,11,0,4,0,2,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,Oidc.AuthOutcome,54,0,0,0,2,0,1,0,1,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,RefreshableOidcSecurityContext,189,100,26,14,57,20,23,10,5,8
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcConfigurationServletListener,111,0,12,0,33,0,11,0,5,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,HttpClientBuilder.HostnameVerificationPolicy,24,0,0,0,3,0,1,0,1,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,TokenValidator,258,0,10,0,52,0,11,0,6,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,TokenValidator.VerifiedTokens,15,0,0,0,6,0,3,0,3,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcJsonConfiguration,372,0,2,0,151,0,93,0,92,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,AccessAndIDTokenResponse,67,0,0,0,26,0,17,0,17,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,AuthenticationError,32,0,0,0,7,0,4,0,4,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,Oidc.TokenStore,0,24,0,0,0,3,0,1,0,1
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,RequestAuthenticator,527,0,80,0,124,0,52,0,12,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,ServerRequest.HttpFailure,15,0,0,0,6,0,3,0,3,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,OidcClientContext,166,0,24,0,39,0,18,0,6,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,HttpClientBuilder.VerifierWrapper,12,0,0,0,4,0,2,0,2,0
WildFly Elytron/wildfly-elytron-http-oidc,org.wildfly.security.http.oidc,Oidc,214,9,38,0,59,2,38,2,11,2
WildFly Elytron/wildfly-elytron-http-spnego,org.wildfly.security.http.spnego,ElytronMessages_.logger,25,0,0,0,8,0,5,0,5,0
WildFly Elytron/wildfly-elytron-http-spnego,org.wildfly.security.http.spnego,ElytronMessages,6,0,0,0,1,0,1,0,1,0
WildFly Elytron/wildfly-elytron-http-spnego,org.wildfly.security.http.spnego,SpnegoAuthenticationMechanism.new IdentityCache() {...},54,0,6,0,9,0,7,0,4,0
WildFly Elytron/wildfly-elytron-http-spnego,org.wildfly.security.http.spnego,SpnegoAuthenticationMechanism,959,0,132,0,216,0,83,0,17,0
WildFly Elytron/wildfly-elytron-http-spnego,org.wildfly.security.http.spnego,WildFlyElytronHttpSpnegoProvider,27,0,0,0,5,0,3,0,3,0
WildFly Elytron/wildfly-elytron-http-spnego,org.wildfly.security.http.spnego,SpnegoMechanismFactory,56,0,6,0,14,0,8,0,5,0
WildFly Elytron/wildfly-elytron-http-sso,org.wildfly.security.http.util.sso,ProgrammaticSingleSignOnCache.SSOHttpServerRequest,36,0,0,0,10,0,9,0,9,0
WildFly Elytron/wildfly-elytron-http-sso,org.wildfly.security.http.util.sso,ElytronMessages_.logger,91,0,0,0,22,0,12,0,12,0
WildFly Elytron/wildfly-elytron-http-sso,org.wildfly.security.http.util.sso,SingleSignOnServerMechanismFactory.1.new HttpServerRequestWrapper() {...},175,0,18,0,47,0,21,0,12,0
WildFly Elytron/wildfly-elytron-http-sso,org.wildfly.security.http.util.sso,DefaultSingleSignOnManager,111,0,2,0,14,0,10,0,9,0
WildFly Elytron/wildfly-elytron-http-sso,org.wildfly.security.http.util.sso,ProgrammaticSingleSignOnCache,271,0,44,0,62,0,33,0,11,0
WildFly Elytron/wildfly-elytron-http-sso,org.wildfly.security.http.util.sso,DefaultSingleSignOnSessionFactory,190,0,8,0,40,0,13,0,9,0
WildFly Elytron/wildfly-elytron-http-sso,org.wildfly.security.http.util.sso,DefaultSingleSignOnSessionIdentifierFactory,6,0,0,0,2,0,2,0,2,0
WildFly Elytron/wildfly-elytron-http-sso,org.wildfly.security.http.util.sso,SingleSignOnServerMechanismFactory.SingleSignOnConfiguration,47,0,0,0,13,0,7,0,7,0
WildFly Elytron/wildfly-elytron-http-sso,org.wildfly.security.http.util.sso,DefaultSingleSignOnEntry,24,0,0,0,8,0,4,0,4,0
WildFly Elytron/wildfly-elytron-http-sso,org.wildfly.security.http.util.sso,SingleSignOnServerMechanismFactory,101,0,12,0,24,0,12,0,6,0
WildFly Elytron/wildfly-elytron-http-sso,org.wildfly.security.http.util.sso,DefaultSingleSignOn,123,0,8,0,29,0,16,0,12,0
WildFly Elytron/wildfly-elytron-http-sso,org.wildfly.security.http.util.sso,SingleSignOnServerMechanismFactory.new CachedIdentityAuthorizeCallback() {...},19,0,0,0,4,0,2,0,2,0
WildFly Elytron/wildfly-elytron-http-sso,org.wildfly.security.http.util.sso,SingleSignOnServerMechanismFactory.new CachedIdentityAuthorizeCallback() {...},19,0,0,0,4,0,2,0,2,0
WildFly Elytron/wildfly-elytron-http-sso,org.wildfly.security.http.util.sso,ElytronMessages,6,0,0,0,1,0,1,0,1,0
WildFly Elytron/wildfly-elytron-http-sso,org.wildfly.security.http.util.sso,DefaultSingleSignOnSession,479,0,34,0,109,0,34,0,17,0
WildFly Elytron/wildfly-elytron-http-sso,org.wildfly.security.http.util.sso,SingleSignOnConfiguration,33,0,0,0,12,0,6,0,6,0
WildFly Elytron/wildfly-elytron-http-sso,org.wildfly.security.http.util.sso,SingleSignOnServerMechanismFactory.new HttpServerAuthenticationMechanism() {...},194,0,20,0,35,0,20,0,10,0
WildFly Elytron/wildfly-elytron-http-util,org.wildfly.security.http.util,SecurityProviderServerMechanismFactory,268,0,32,0,63,0,24,0,8,0
WildFly Elytron/wildfly-elytron-http-util,org.wildfly.security.http.util,ElytronMessages,6,0,0,0,1,0,1,0,1,0
WildFly Elytron/wildfly-elytron-http-util,org.wildfly.security.http.util,PropertiesServerMechanismFactory,46,0,0,0,9,0,4,0,4,0
WildFly Elytron/wildfly-elytron-http-util,org.wildfly.security.http.util,PrivilegedServerMechanism,99,0,4,0,29,0,11,0,9,0
WildFly Elytron/wildfly-elytron-http-util,org.wildfly.security.http.util,PrivilegedServerMechanism.HttpServerRequestWrapper,141,0,0,0,34,0,26,0,26,0
WildFly Elytron/wildfly-elytron-http-util,org.wildfly.security.http.util,SocketAddressCallbackServerMechanismFactory.new HttpServerAuthenticationMechanism() {...},57,0,2,0,14,0,6,0,5,0
WildFly Elytron/wildfly-elytron-http-util,org.wildfly.security.http.util,AggregateServerMechanismFactory,119,0,14,0,20,0,10,0,3,0
WildFly Elytron/wildfly-elytron-http-util,org.wildfly.security.http.util,SetMechanismInformationMechanismFactory.new HttpServerAuthenticationMechanism() {...},98,0,8,0,23,0,8,0,4,0
WildFly Elytron/wildfly-elytron-http-util,org.wildfly.security.http.util,ElytronMessages_.logger,42,0,0,0,12,0,6,0,6,0
WildFly Elytron/wildfly-elytron-http-util,org.wildfly.security.http.util,SocketAddressCallbackServerMechanismFactory,32,0,2,0,7,0,4,0,3,0
WildFly Elytron/wildfly-elytron-http-util,org.wildfly.security.http.util,FilterServerMechanismFactory,149,0,14,0,26,0,12,0,5,0
WildFly Elytron/wildfly-elytron-http-util,org.wildfly.security.http.util,SortedServerMechanismFactory,33,0,0,0,8,0,3,0,3,0
WildFly Elytron/wildfly-elytron-http-util,org.wildfly.security.http.util,SetMechanismInformationMechanismFactory.1.new MechanismInformation() {...},26,0,0,0,5,0,5,0,5,0
WildFly Elytron/wildfly-elytron-http-util,org.wildfly.security.http.util,SetMechanismInformationMechanismFactory,29,0,2,0,7,0,4,0,3,0
WildFly Elytron/wildfly-elytron-http-util,org.wildfly.security.http.util,PrivilegedServerMechanismFactory,43,0,2,0,9,0,5,0,4,0
WildFly Elytron/wildfly-elytron-http-util,org.wildfly.security.http.util,ServiceLoaderServerMechanismFactory,129,0,10,0,34,0,9,0,4,0
WildFly Elytron/wildfly-elytron-http-util,org.wildfly.security.http.util,SimpleHttpServerCookie,63,0,0,0,19,0,10,0,10,0
WildFly Elytron/wildfly-elytron-jacc,org.wildfly.security.authz.jacc,SecurityIdentityHandler,9,24,2,2,2,7,3,4,1,4
WildFly Elytron/wildfly-elytron-jacc,org.wildfly.security.authz.jacc,RoleToGroupMapper.SimpleGroup,33,0,0,0,9,0,6,0,6,0
WildFly Elytron/wildfly-elytron-jacc,org.wildfly.security.authz.jacc,ElytronMessages,0,6,0,0,0,1,0,1,0,1
WildFly Elytron/wildfly-elytron-jacc,org.wildfly.security.authz.jacc,ElytronMessages_.logger,76,114,0,0,16,26,8,14,8,14
WildFly Elytron/wildfly-elytron-jacc,org.wildfly.security.authz.jacc,DelegatingPolicyContextHandler,59,0,4,0,12,0,7,0,5,0
WildFly Elytron/wildfly-elytron-jacc,org.wildfly.security.authz.jacc,RoleToGroupMapper,49,0,2,0,11,0,3,0,2,0
WildFly Elytron/wildfly-elytron-jacc,org.wildfly.security.authz.jacc,JaccDelegatingPolicy,20,269,6,28,3,68,7,25,2,13
WildFly Elytron/wildfly-elytron-jacc,org.wildfly.security.authz.jacc,SecurityActions,16,9,4,2,2,2,5,2,2,2
WildFly Elytron/wildfly-elytron-jacc,org.wildfly.security.authz.jacc,SubjectPolicyContextHandler,40,0,6,0,13,0,8,0,5,0
WildFly Elytron/wildfly-elytron-jacc,org.wildfly.security.authz.jacc,ElytronPolicyConfiguration.State,0,34,0,0,0,4,0,1,0,1
WildFly Elytron/wildfly-elytron-jacc,org.wildfly.security.authz.jacc,ElytronPolicyConfigurationFactory,18,96,4,10,4,28,5,9,1,6
WildFly Elytron/wildfly-elytron-jacc,org.wildfly.security.authz.jacc,SubjectUtil,168,0,18,0,38,0,14,0,5,0
WildFly Elytron/wildfly-elytron-jacc,org.wildfly.security.authz.jacc,ElytronPolicyConfiguration,135,219,10,4,41,60,10,20,5,18
WildFly Elytron/wildfly-elytron-jacc,org.wildfly.security.authz.jacc,JaccDelegatingPolicy.new PermissionCollection() {...},20,28,5,1,5,4,4,3,1,3
WildFly Elytron/wildfly-elytron-jaspi,org.wildfly.security.auth.jaspi,ElytronAuthConfigFactory.ElytronRegistrationContext,3,24,0,0,1,9,1,4,1,4
WildFly Elytron/wildfly-elytron-jaspi,org.wildfly.security.auth.jaspi,JaspiConfigurationBuilder,17,71,1,1,3,18,3,6,2,6
WildFly Elytron/wildfly-elytron-jaspi,org.wildfly.security.auth.jaspi,ElytronAuthConfigFactory,177,443,41,53,37,100,31,29,3,10
WildFly Elytron/wildfly-elytron-jaspi,org.wildfly.security.auth.jaspi,Flag,0,44,0,0,0,2,0,1,0,1
WildFly Elytron/wildfly-elytron-jaspi,org.wildfly.security.auth.jaspi,DelegatingAuthConfigFactory,183,0,22,0,35,0,23,0,12,0
WildFly Elytron/wildfly-elytron-jaspi,org.wildfly.security.auth.jaspi,ElytronAuthConfigFactory.LayerContextKey,2,65,5,13,0,10,5,8,0,4
WildFly Elytron/wildfly-elytron-jaspi,org.wildfly.security.auth.jaspi,ElytronAuthConfigFactory.Registration,13,81,5,3,2,22,6,10,2,10
WildFly Elytron/wildfly-elytron-jaspi,org.wildfly.security.auth.jaspi.impl,AuthenticationModuleDefinition,0,21,0,0,0,8,0,4,0,4
WildFly Elytron/wildfly-elytron-jaspi,org.wildfly.security.auth.jaspi.impl,JaspiAuthenticationContext,31,82,5,5,6,22,4,8,0,7
WildFly Elytron/wildfly-elytron-jaspi,org.wildfly.security.auth.jaspi.impl,ElytronMessageInfo.State,0,44,0,0,0,2,0,1,0,1
WildFly Elytron/wildfly-elytron-jaspi,org.wildfly.security.auth.jaspi.impl,ElytronServerAuthConfig,13,70,1,1,4,19,5,3,4,3
WildFly Elytron/wildfly-elytron-jaspi,org.wildfly.security.auth.jaspi.impl,ElytronAuthConfigProvider.EmptyClientAuthConfig,2,3,0,0,1,1,1,1,1,1
WildFly Elytron/wildfly-elytron-jaspi,org.wildfly.security.auth.jaspi.impl,ElytronServerAuthContext.AuthModuleWrapper,0,24,0,0,0,9,0,4,0,4
WildFly Elytron/wildfly-elytron-jaspi,org.wildfly.security.auth.jaspi.impl,ElytronMessageInfo,6,29,0,0,2,11,2,6,2,6
WildFly Elytron/wildfly-elytron-jaspi,org.wildfly.security.auth.jaspi.impl,ElytronAuthConfigProvider.EmptyServerAuthConfig,2,3,0,0,1,1,1,1,1,1
WildFly Elytron/wildfly-elytron-jaspi,org.wildfly.security.auth.jaspi.impl,SecurityActions,9,10,2,2,1,2,3,2,1,2
WildFly Elytron/wildfly-elytron-jaspi,org.wildfly.security.auth.jaspi.impl,ServletMessageInfo,181,0,32,0,53,0,23,0,5,0
WildFly Elytron/wildfly-elytron-jaspi,org.wildfly.security.auth.jaspi.impl,ElytronServerAuthContext,110,352,41,70,10,86,37,28,1,7
WildFly Elytron/wildfly-elytron-jaspi,org.wildfly.security.auth.jaspi.impl,ElytronAuthConfigProvider,5,63,5,5,3,12,7,3,2,3
WildFly Elytron/wildfly-elytron-jaspi,org.wildfly.security.auth.jaspi.impl,ElytronAuthConfigProvider.EmptyAuthConfig,9,3,0,0,5,1,5,1,5,1
WildFly Elytron/wildfly-elytron-jaspi,org.wildfly.security.auth.jaspi.impl,JaspiAuthenticationContext.new CallbackHandler() {...},60,232,19,25,12,62,14,12,0,4
WildFly Elytron/wildfly-elytron-jaspi,org.wildfly.security.auth.jaspi._private,ElytronMessages_.logger,258,10,0,0,48,4,24,2,24,2
WildFly Elytron/wildfly-elytron-jaspi,org.wildfly.security.auth.jaspi._private,ElytronMessages,0,6,0,0,0,1,0,1,0,1
WildFly Elytron/wildfly-elytron-json-util,org.wildfly.security.json.util,JsonUtil,5,60,0,4,2,12,2,6,2,4
WildFly Elytron/wildfly-elytron-jose-jwk,org.wildfly.security.jose.jwk,JWK,46,0,0,0,17,0,11,0,11,0
WildFly Elytron/wildfly-elytron-jose-jwk,org.wildfly.security.jose.jwk,JWK.Use,37,0,0,0,7,0,3,0,3,0
WildFly Elytron/wildfly-elytron-jose-jwk,org.wildfly.security.jose.jwk,ElytronMessages,6,0,0,0,1,0,1,0,1,0
WildFly Elytron/wildfly-elytron-jose-jwk,org.wildfly.security.jose.jwk,JsonWebKeySet,10,0,0,0,4,0,3,0,3,0
WildFly Elytron/wildfly-elytron-jose-jwk,org.wildfly.security.jose.jwk,ECPublicJWK,24,0,0,0,10,0,7,0,7,0
WildFly Elytron/wildfly-elytron-jose-jwk,org.wildfly.security.jose.jwk,ElytronMessages_.logger,98,0,0,0,24,0,12,0,12,0
WildFly Elytron/wildfly-elytron-jose-jwk,org.wildfly.security.jose.jwk,RSAPublicJWK,52,0,4,0,18,0,11,0,9,0
WildFly Elytron/wildfly-elytron-jose-jwk,org.wildfly.security.jose.jwk,JsonWebKeySetUtil,47,0,6,0,7,0,5,0,2,0
WildFly Elytron/wildfly-elytron-jose-jwk,org.wildfly.security.jose.jwk,JWKParser,207,0,12,0,45,0,16,0,9,0
WildFly Elytron/wildfly-elytron-jose-jwk,org.wildfly.security.jose.jwk,JWKUtil.new Base64Alphabet() {...},99,0,30,0,22,0,19,0,4,0
WildFly Elytron/wildfly-elytron-jose-jwk,org.wildfly.security.jose.jwk,JWKUtil,49,0,0,0,8,0,6,0,6,0
WildFly Elytron/wildfly-elytron-jose-util,org.wildfly.security.jose.util,SystemPropertiesJsonParserFactory,53,0,0,0,10,0,6,0,6,0
WildFly Elytron/wildfly-elytron-jose-util,org.wildfly.security.jose.util,JsonSerialization,146,0,6,0,35,0,18,0,15,0
WildFly Elytron/wildfly-elytron-jose-util,org.wildfly.security.jose.util,StringPropertyReplacer,333,0,70,0,88,0,42,0,7,0
WildFly Elytron/wildfly-elytron-jose-util,org.wildfly.security.jose.util,SystemPropertiesJsonParserFactory.SystemPropertiesAwareJsonParser,11,0,0,0,4,0,2,0,2,0
WildFly Elytron/wildfly-elytron-jose-util,org.wildfly.security.jose.util,StringPropertyReplacer.new StringPropertyReplacer.PropertyResolver() {...},11,0,0,0,2,0,2,0,2,0
WildFly Elytron/wildfly-elytron-jose-util,org.wildfly.security.jose.util,StringPropertyReplacer.new StringPropertyReplacer.PropertyResolver() {...},11,0,0,0,2,0,2,0,2,0
WildFly Elytron/wildfly-elytron-jose-util,org.wildfly.security.jose.util,SystemPropertiesJsonParserFactory.SystemEnvProperties,47,0,6,0,13,0,7,0,4,0
WildFly Elytron/wildfly-elytron-keystore,org.wildfly.security.keystore,AtomicLoadKeyStore,13,109,2,2,3,25,2,10,0,10
WildFly Elytron/wildfly-elytron-keystore,org.wildfly.security.keystore,ModifyTrackingKeyStore,0,40,0,0,0,11,0,4,0,4
WildFly Elytron/wildfly-elytron-keystore,org.wildfly.security.keystore,LdapGeneralizedTimeUtil,3,170,0,14,1,25,1,8,1,1
WildFly Elytron/wildfly-elytron-keystore,org.wildfly.security.keystore,ElytronMessages,0,11,0,0,0,2,0,1,0,1
WildFly Elytron/wildfly-elytron-keystore,org.wildfly.security.keystore,ElytronMessages_.logger,619,41,0,0,121,12,60,6,60,6
WildFly Elytron/wildfly-elytron-keystore,org.wildfly.security.keystore,DelegatingKeyStoreSpi,143,42,2,0,42,13,11,8,10,8
WildFly Elytron/wildfly-elytron-keystore,org.wildfly.security.keystore,UnmodifiableKeyStore,0,28,0,0,0,7,0,2,0,2
WildFly Elytron/wildfly-elytron-keystore,org.wildfly.security.keystore,LdapKeyStore.Builder,277,0,8,0,64,0,24,0,20,0
WildFly Elytron/wildfly-elytron-keystore,org.wildfly.security.keystore,AliasFilter.new AliasFilter() {...},0,23,0,2,0,4,0,3,0,2
WildFly Elytron/wildfly-elytron-keystore,org.wildfly.security.keystore,AtomicLoadKeyStore.LoadKey,0,6,0,0,0,3,0,1,0,1
WildFly Elytron/wildfly-elytron-keystore,org.wildfly.security.keystore,AliasFilter.new AliasFilter() {...},23,0,2,0,4,0,3,0,2,0
WildFly Elytron/wildfly-elytron-keystore,org.wildfly.security.keystore,FilteringKeyStoreSpi,106,43,19,1,11,12,19,6,9,6
WildFly Elytron/wildfly-elytron-keystore,org.wildfly.security.keystore,AliasFilter.new AliasFilter() {...},2,5,0,0,1,1,1,1,1,1
WildFly Elytron/wildfly-elytron-keystore,org.wildfly.security.keystore,AliasFilter.new AliasFilter() {...},0,7,0,0,0,2,0,2,0,2
WildFly Elytron/wildfly-elytron-keystore,org.wildfly.security.keystore,LdapKeyStoreSpi,1037,0,76,0,239,0,61,0,23,0
WildFly Elytron/wildfly-elytron-keystore,org.wildfly.security.keystore,AtomicLoadKeyStoreSpi,5,50,0,2,2,14,0,6,0,5
